CODIGO DANE,DEPARTAMENTO,MUNICIPIO,POBLACION TOTAL,HOMICIDIO TOTAL,TASA MUNICIPAL
27160,Chocó,Cértegui,5986,1,16.70564650851988
27245,Chocó,El Carmen de Atrato,8622,1,11.59823706796567
25491,Cundinamarca,Nocaima,5654,1,17.686593562079942
27495,Chocó,Nuquí,18555,1,5.3893829156561575
08770,Atlántico,Suan,14150,1,7.06713780918728
25506,Cundinamarca,Venecia,4505,1,22.197558268590456
85230,Casanare,Orocué,14229,1,7.027900766041184
08849,Atlántico,Usiacurí,15033,1,6.652032195835829
13030,Bolívar,Altos del Rosario,11401,1,8.771160424524163
13062,Bolívar,Arroyohondo,8531,1,11.72195522213105
25438,Cundinamarca,Medina,8472,1,11.803588290840416
73870,Tolima,Villahermosa,9556,1,10.464629552113855
05306,Antioquia,Giraldo,6331,1,15.795293002685199
27150,Chocó,Carmen del Darién,21234,1,4.709428275407365
97001,Vaupés,Mitú,31810,1,3.1436655139893115
05021,Antioquia,Alejandría,5196,1,19.245573518090836
99524,Vichada,La Primavera,10603,1,9.431293030274452
41791,Huila,Tarqui,18649,1,5.362217813287575
25845,Cundinamarca,Une,6730,1,14.858841010401187
27250,Chocó,El Litoral del San Juan,26236,1,3.8115566397316667
25653,Cundinamarca,San Cayetano,4839,1,20.665426741062205
25843,Cundinamarca,Villa de San Diego de Ubaté,47305,1,2.1139414438220063
41078,Huila,Baraya,8221,1,12.16397031991242
25718,Cundinamarca,Sasaima,11389,1,8.780402142418122
05206,Antioquia,Concepción,5108,1,19.57713390759593
27425,Chocó,Medio Atrato,11179,1,8.94534394847482
25839,Cundinamarca,Ubalá,7889,1,12.675877804537965
05659,Antioquia,San Juan de Urabá,20025,1,4.9937578027465666
05660,Antioquia,San Luis,14242,1,7.021485746383935
05150,Antioquia,Carolina,3947,1,25.33569799847986
76377,Valle del Cauca,La Cumbre,18290,1,5.467468562055768
25658,Cundinamarca,San Francisco,12563,1,7.959882193743533
05145,Antioquia,Caramanta,4556,1,21.949078138718175
25758,Cundinamarca,Sopó,32937,1,3.0360992197225007
85315,Casanare,Sácama,2125,1,47.05882352941177
41378,Huila,La Argentina,13876,1,7.206687806284232
41016,Huila,Aipe,17200,1,5.813953488372094
25592,Cundinamarca,Quebradanegra,4922,1,20.316944331572532
05475,Antioquia,Murindó,5769,1,17.33402669440111
05467,Antioquia,Montebello,6595,1,15.163002274450342
25769,Cundinamarca,Subachoque,17703,1,5.648760097158673
25772,Cundinamarca,Suesca,19171,1,5.2162119868551455
05842,Antioquia,Uramita,7406,1,13.502565487442613
25781,Cundinamarca,Sutatausa,6727,1,14.86546751895347
86749,Putumayo,Sibundoy,16037,1,6.235580220739539
41026,Huila,Altamira,4710,1,21.231422505307858
25862,Cundinamarca,Vergara,6708,1,14.90757304710793
52240,Nariño,Chachagüí,16366,1,6.110228522546743
70523,Sucre,Palmito,16081,1,6.218518748834027
73622,Tolima,Roncesvalles,5609,1,17.828489926903192
15897,Boyacá,Zetaquira,4740,1,21.09704641350211
15837,Boyacá,Tuta,8251,1,12.119743061447098
15835,Boyacá,Turmequé,5756,1,17.373175816539263
63190,Quindío,Circasia,29013,1,3.446730775859098
63212,Quindío,Córdoba,5866,1,17.047391749062392
50110,Meta,Barranca de Upía,7750,1,12.903225806451614
15755,Boyacá,Socotá,7460,1,13.404825737265417
15681,Boyacá,San Pablo de Borbur,6772,1,14.766686355581808
15673,Boyacá,San Mateo,3397,1,29.437739181630853
66075,Risaralda,Balboa,6647,1,15.044380923724988
15667,Boyacá,San Luis de Gaceno,5304,1,18.85369532428356
15646,Boyacá,Samacá,19327,1,5.17410875976613
23068,Córdoba,Ayapel,49883,1,2.0046909768859127
15638,Boyacá,Sáchica,6250,1,16.0
15600,Boyacá,Ráquira,8043,1,12.433171702101205
15580,Boyacá,Quípama,5005,1,19.98001998001998
15533,Boyacá,Paya,2735,1,36.56307129798903
47798,Magdalena,Tenerife,14340,1,6.97350069735007
68152,Santander,Carcasí,4852,1,20.610057708161584
68167,Santander,Charalá,13688,1,7.305669199298655
54670,Norte de Santander,San Calixto,13579,1,7.364312541424257
17088,Caldas,Belalcázar,10467,1,9.553835865099838
68229,Santander,Curití,14441,1,6.924728204417977
20295,Cesar,Gamarra,16058,1,6.227425582264291
52258,Nariño,El Tablón de Gómez,14671,1,6.816167950378297
52320,Nariño,Guaitarilla,11604,1,8.617718028266115
52352,Nariño,Iles,7678,1,13.024225058609012
52354,Nariño,Imués,7836,1,12.761613067891782
52203,Nariño,Colón,8501,1,11.763321962122104
52381,Nariño,La Florida,10098,1,9.902951079421667
18756,Caquetá,Solano,10830,1,9.233610341643582
52565,Nariño,Providencia,5555,1,18.001800180018
52573,Nariño,Puerres,8534,1,11.717834544176236
18460,Caquetá,Milán,10177,1,9.826078412105728
18205,Caquetá,Curillo,7783,1,12.848515996402416
52621,Nariño,Roberto Payán,12427,1,8.04699444757383
18029,Caquetá,Albania,4833,1,20.69108214359611
17867,Caldas,Victoria,10927,1,9.151642719868216
52694,Nariño,San Pedro de Cartago,6842,1,14.615609470914936
52788,Nariño,Tangua,14521,1,6.886578059362303
54239,Norte de Santander,Durania,5044,1,19.825535289452816
54344,Norte de Santander,Hacarí,10775,1,9.280742459396752
54377,Norte de Santander,Labateca,6999,1,14.287755393627661
15476,Boyacá,Motavita,5281,1,18.935807612194658
68235,Santander,El Carmen de Chucurí,24214,1,4.129842240026432
25394,Cundinamarca,La Palma,9706,1,10.302905419328251
15051,Boyacá,Arcabuco,6370,1,15.698587127158556
23670,Córdoba,San Andrés Sotavento,52225,1,1.9147917663954046
47258,Magdalena,El Piñón,26170,1,3.8211692777990063
73024,Tolima,Alpujarra,4807,1,20.802995631370916
13650,Bolívar,San Fernando,12766,1,7.833307222309259
47161,Magdalena,Cerro de San Antonio,11374,1,8.791981712678037
25001,Cundinamarca,Agua de Dios,11820,1,8.460236886632826
25040,Cundinamarca,Anolaima,14581,1,6.858240175570948
25126,Cundinamarca,Cajicá,118870,1,0.8412551526878103
44847,La Guajira,Uribia,200665,1,0.4983430094934343
73226,Tolima,Cunday,9022,1,11.084016847705607
44110,La Guajira,El Molino,7527,1,13.28550551348479
44098,La Guajira,Distracción,14277,1,7.004272606289836
73352,Tolima,Icononzo,12415,1,8.054772452678211
25295,Cundinamarca,Gachancipá,20800,1,4.8076923076923075
13268,Bolívar,El Peñón,8018,1,12.47193813918683
13222,Bolívar,Clemencia,15919,1,6.281801620704818
25317,Cundinamarca,Guachetá,14716,1,6.79532481652623
25328,Cundinamarca,Guayabal de Síquima,5062,1,19.755037534571315
73585,Tolima,Purificación,24074,1,4.153858934950569
52254,Nariño,El Peñol,7831,1,12.769761205465457
15097,Boyacá,Boavita,5145,1,19.436345966958214
68264,Santander,Encino,2898,1,34.50655624568668
70418,Sucre,Los Palmitos,25570,1,3.9108330074305826
68296,Santander,Galán,3063,1,32.6477309826967
15299,Boyacá,Garagoa,19295,1,5.182689816014512
68397,Santander,La Paz,5075,1,19.704433497536947
68418,Santander,Los Santos,16737,1,5.97478640138615
68498,Santander,Ocamonte,6494,1,15.398829688943641
68500,Santander,Oiba,11595,1,8.624407072013799
15244,Boyacá,El Cocuy,4305,1,23.228803716608596
47660,Magdalena,Sabanas de San Ángel,16704,1,5.986590038314176
47605,Magdalena,Remolino,13533,1,7.389344565137073
23419,Córdoba,Los Córdobas,19217,1,5.203725867721289
68770,Santander,Suaita,10286,1,9.721952167995333
68773,Santander,Sucre,7377,1,13.555645926528397
68855,Santander,Valle de San José,7004,1,14.277555682467161
15185,Boyacá,Chitaraque,5961,1,16.775708773695687
70124,Sucre,Caimito,17498,1,5.7149388501543035
15183,Boyacá,Chita,8239,1,12.137395314965408
70233,Sucre,El Roble,10586,1,9.446438692612885
70235,Sucre,Galeras,25175,1,3.972194637537239
47541,Magdalena,Pedraza,10248,1,9.758001561280249
27073,Chocó,Bagadó,12471,1,8.018603159329643
